m,b,x,pp99,adj,v,s,l,d,p,h,appr_h,k
64,1673730,0.02,125.33,3374,ADVANCED,796928,109,3,7730,10868,458911,4
0,3053413,0.02,128.63,3374,glass beach,1489548,419,4.59,885,10181,459636,4
0,739855,0.02,9.12,1,Normal,334363,113,1.69,67768,68346,401529,4
0,645430,0.02,5.86,1,BASIC,285795,116,1.4,119712,71745,398032,4
0,516725,0.02,47.62,538,HD,220802,78,3.03,18023,67743,402113,7
64,378746,0.02,143.73,2994,victorica's 4K EXTREME,153971,113,3.63,108739,82257,387519,4
0,2585082,0.02,32.67,6,Normal,1242834,60,2.38,25736,25323,444386,4
0,1499388,0.02,28.45,2,Advanced,699794,89,2.32,119565,41518,428283,4
0,2809889,0.02,21.66,1,Leni's Normal,1357570,73,1.82,29200,21549,448238,4
0,856278,0.02,50.48,1943,Avalon x Kuo Kyoka's Hyper,374277,114,2.85,20678,61618,408158,7
0,1717476,0.02,138.37,3010,Jealousy,819153,309,4.16,5337,41383,428390,4
0,823423,0.02,49.83,1943,Linada's Insane,373858,92,2.54,153217,66998,402789,
0,909506,0.02,20.14,1,NOVICE,420394,112,2.12,108814,60591,409404,4
0,805972,0.02,21.25,1,Normal,366362,115,1.83,106144,61505,408271,4
64,1462638,0.02,96.43,4190,Comet's Hard,518660,101,2.81,57645,44736,425089,4
64,1029955,0.02,104.39,3983,Hard,301331,171,2.68,120979,57614,412195,4
64,2333286,0.02,95.89,4190,hard,1116952,55,2.74,17766,29881,439895,4
64,2539903,0.02,109.69,3701,Rhezie's ADVANCED,1185688,137,2.8,42672,19854,449812,4
0,3109288,0.02,129.66,3262,fanzhen's EX,1373545,129,4.98,333,3192,466680,
0,3479987,0.02,225.62,1460,Galaxy,1703216,147,4.68,914,11652,458125,7
0,530561,0.02,86.79,4697,Usagi's 7K HD,210610,109,3.31,33109,70777,399011,7
256,1349306,0.02,189.43,2138,Music,540432,118,6.39,10746,44010,425766,7
0,3205628,0.02,184.57,2138,LMT's Extra,1569794,230,4.96,405,14022,455809,
0,3846099,0.02,113.26,3701,Black Fate,1869366,119,4.26,2497,3685,466278,4
64,903457,0.02,89.97,4348,Harsh [Lv.9],347453,215,2.85,243539,62822,406954,4
0,2948731,0.02,119.18,3715,Thrash,1432750,275,4.41,652,5328,464449,4
0,2055575,0.02,171.56,2468,Real's Extra,974832,207,4.43,8190,34446,435362,
0,1925556,0.02,107.22,3837,Collab Extreme,915322,122,4.51,2880,38687,431091,
64,3844451,0.02,139.86,2994,Arrival in Tokyo,1868728,89,3.83,5157,6731,463046,4
256,3063627,0.02,175.28,2333,Best Wishes,1494747,139,6.25,3081,17470,452307,7
0,1863227,0.02,1.57,1,Easy,891338,125,1.11,761382,40509,429317,
